,country,year,cf_tot_domestic,cf_tot_usaid,cf_tot_gf,cf_lab,cf_tot_grnt,cf_tot_sources,budget_lab,budget_tot,budget_gap
465,Estonia,2021,,,,,,,,194000.0,
466,Estonia,2022,,,,,,,,520000.0,
467,Estonia,2023,,,,,,,,506000.0,
469,Eswatini,2018,1738295.0,,5713115.0,1962385.0,5048358.0,12499768.0,1962385.0,12499768.0,0.0
470,Eswatini,2019,2055370.0,,6548651.0,672330.0,3421350.0,12025371.0,672330.0,12025371.0,0.0
471,Eswatini,2020,3215464.0,,4956028.0,908447.0,4823343.0,12994835.0,908447.0,12994835.0,0.0
472,Eswatini,2021,1326665.0,4507644.0,3627155.0,1487071.0,192367.0,9653831.0,1487071.0,10413562.0,759731.0
473,Eswatini,2022,1245367.0,4674322.0,5364093.0,1052592.0,568456.0,11852238.0,1052592.0,11852238.0,0.0
474,Eswatini,2023,1103582.0,2853739.0,7650168.0,1499962.0,599490.0,12206979.0,1499962.0,12206979.0,0.0
475,Eswatini,2024,1316858.0,3036896.0,4868235.0,850379.0,3989585.0,13211574.0,850379.0,13211574.0,0.0
476,Ethiopia,2018,10190096.0,10706629.0,16793726.0,9494709.0,2839773.0,40530224.0,19753571.0,92637236.0,52107012.0
477,Ethiopia,2019,10319329.0,11447314.0,13388780.0,6760166.0,2784812.0,37940235.0,20004089.0,93812075.0,55871840.0
478,Ethiopia,2020,9303503.0,12349000.0,13057257.0,6185031.0,2943842.0,37653602.0,18151558.0,85124360.0,47470758.0
479,Ethiopia,2021,13257323.0,12500000.0,19894539.0,6772773.0,2426553.0,48078415.0,23347619.0,113310460.0,65232045.0
480,Ethiopia,2022,14601066.0,12800000.0,19398632.0,21756543.0,4701901.0,51501599.0,24531095.0,124795440.0,73293841.0
481,Ethiopia,2023,15269532.0,19705791.0,20202339.0,15883123.0,2585295.0,57762957.0,26891343.0,130508827.0,72745870.0
482,Ethiopia,2024,14730000.0,19629999.0,18780657.0,26793173.0,6521792.0,59662448.0,34973181.0,149864796.0,90202348.0
483,Fiji,2018,332459.0,0.0,313736.0,300000.0,,646195.0,300000.0,646195.0,0.0
484,Fiji,2019,1030000.0,0.0,0.0,4000.0,25000.0,1055000.0,5000.0,1295500.0,240500.0
485,Fiji,2020,471000.0,,,0.0,10000.0,481000.0,50000.0,583500.0,102500.0
486,Fiji,2021,271000.0,,,0.0,10000.0,281000.0,50000.0,583500.0,302500.0
487,Fiji,2022,652000.0,,,25000.0,30000.0,682000.0,25000.0,612000.0,-70000.0
488,Fiji,2023,800000.0,0.0,200000.0,5000.0,15000.0,1015000.0,26760.0,1110760.0,95760.0
501,France,2022,,,,,,,,64771489.0,
511,Gabon,2018,1905388.0,,2891849.0,482705.0,,4797237.0,940717.0,11253857.0,6456620.0
512,Gabon,2019,1377539.0,,379284.0,136238.0,99091.0,1855914.0,895773.0,2782611.0,926697.0
513,Gabon,2020,975468.0,,459880.0,93821.0,38695.0,1474043.0,97441.0,1574787.0,100744.0
514,Gabon,2021,,,356324.0,,,356324.0,,356324.0,0.0
515,Gabon,2022,161537.0,0.0,1237570.0,205260.0,0.0,1399107.0,769536.0,3378324.0,1979217.0
516,Gabon,2023,1650391.0,0.0,670118.0,205260.0,0.0,2320509.0,769536.0,3378324.0,1057815.0
517,Gabon,2024,220967.0,,1277451.0,742674.0,52404.0,1550822.0,841437.0,2199280.0,648458.0
523,Gambia,2023,18150.0,,1081737.0,212935.0,,1099887.0,212935.0,1218639.0,118752.0
525,Georgia,2018,6236002.0,120276.0,4865885.0,1953686.0,2776941.0,13999104.0,2405040.0,19207261.0,5208157.0
526,Georgia,2019,6225437.0,198800.0,6572395.0,3290682.0,1086577.0,14083209.0,1959554.0,12509449.0,-1573760.0
527,Georgia,2020,5562586.0,0.0,2827470.0,1223092.0,1830390.0,10220446.0,2273371.0,11619412.0,1398966.0
528,Georgia,2021,4970055.0,0.0,3619143.0,1230684.0,1534613.0,10123811.0,2625782.0,11737477.0,1613666.0
529,Georgia,2022,6317742.0,0.0,2924662.0,1362092.0,943443.0,10185847.0,2654513.0,11423652.0,1237805.0
539,Ghana,2018,3755000.0,150000.0,4569381.0,2421658.0,0.0,8474381.0,6980002.0,28983126.0,20508745.0
540,Ghana,2019,2650557.0,150000.0,9268081.0,2857819.0,0.0,12068638.0,3557819.0,20032211.0,7963573.0
541,Ghana,2020,6228637.0,150000.0,7308000.0,3364784.0,0.0,13686637.0,3557819.0,20237786.0,6551149.0
542,Ghana,2021,1037575.0,150000.0,5365473.0,1764536.0,,6553048.0,2488054.0,8259686.0,1706638.0
543,Ghana,2022,1426144.0,150000.0,7724613.0,3732192.0,,9300757.0,5184613.0,11742230.0,2441473.0
544,Ghana,2023,1892675.0,150000.0,6717493.0,1869214.0,0.0,8760168.0,4870422.0,13037675.0,4277507.0
545,Ghana,2024,3226112.0,150000.0,7400000.0,3900186.0,0.0,10776112.0,20912166.0,35884629.0,25108517.0
554,Greenland,2019,,,,,,,,1320000.0,
556,Greenland,2021,,,,,,,,1400000.0,
557,Greenland,2022,,,,,,,,1200000.0,
559,Greenland,2024,,,,,,,,1150000.0,
567,Guam,2018,,,,,,,,1822356.0,
568,Guam,2019,,,,,,,,1413742.0,
569,Guam,2020,,,,,,,,1097324.0,
570,Guam,2021,,,,,,,,1073638.0,
571,Guam,2022,,,,,,,,817226.0,
572,Guam,2023,,,,,,,,1313115.0,
573,Guam,2024,,,,,,,,1530874.0,
574,Guatemala,2018,1316584.0,,1825886.0,228816.0,,3142470.0,710407.0,19361048.0,16218578.0
575,Guatemala,2019,2901638.0,,1391475.0,1259838.0,,4293113.0,594496.0,2901638.0,-1391475.0
576,Guatemala,2020,2868327.0,0.0,1329376.0,1247397.0,0.0,4197703.0,594497.0,3174284.0,-1023419.0
577,Guatemala,2021,2849233.0,0.0,2758506.0,1866796.0,0.0,5607739.0,1866796.0,5607739.0,0.0
578,Guatemala,2022,4586700.0,,2536022.0,3026862.0,,7122722.0,3026862.0,7122722.0,0.0
579,Guatemala,2023,5676922.0,,1463860.0,755843.0,,7140782.0,1013373.0,7678110.0,537328.0
580,Guatemala,2024,9129167.0,,858710.0,300000.0,,9987877.0,755843.0,4536778.0,-5451099.0
581,Guinea,2018,871412.0,0.0,1738138.0,1293514.0,395778.0,3005328.0,2025360.0,3973994.0,968666.0
582,Guinea,2019,991412.0,0.0,1985138.0,1503514.0,502700.0,3479250.0,2305360.0,4401462.0,922212.0
583,Guinea,2020,981193.0,0.0,2738138.0,2305360.0,567389.0,4286720.0,2305360.0,4286720.0,0.0
584,Guinea,2021,481193.0,0.0,1791582.0,85680.0,207029.0,2479804.0,85680.0,2479804.0,0.0
585,Guinea,2022,219427.0,0.0,2481457.0,383824.0,106000.0,2806884.0,383824.0,2806884.0,0.0
586,Guinea,2023,100424.0,0.0,2917323.0,568585.0,150080.0,3167827.0,568585.0,3167827.0,0.0
587,Guinea,2024,125360.0,0.0,2970380.0,568585.0,279565.0,3375305.0,568585.0,3375305.0,0.0
588,Guinea-Bissau,2018,321964.0,0.0,1813564.0,34006.0,2500.0,2138028.0,209341.0,2847014.0,708986.0
589,Guinea-Bissau,2019,171200.0,,2374463.0,134517.0,11350.0,2557013.0,198776.0,2882732.0,325719.0
590,Guinea-Bissau,2020,100000.0,0.0,1534277.0,65740.0,4000.0,1638277.0,271507.0,2124043.0,485766.0
592,Guinea-Bissau,2022,100000.0,0.0,2446864.0,671602.0,0.0,2546864.0,672190.0,18110178.0,15563314.0
593,Guinea-Bissau,2023,100000.0,0.0,1657348.0,1001002.0,0.0,1757348.0,1291843.0,3200337.0,1442989.0
594,Guinea-Bissau,2024,100000.0,0.0,1444681.0,689876.0,0.0,1544681.0,1183634.0,4798343.0,3253662.0
595,Guyana,2018,761055.0,0.0,307736.0,20000.0,0.0,1068791.0,60000.0,1541791.0,473000.0
596,Guyana,2019,851532.0,0.0,314041.0,41495.0,0.0,1165573.0,100000.0,1687295.0,521722.0
597,Guyana,2020,983340.0,0.0,126095.0,27286.0,0.0,1109435.0,40000.0,1258773.0,149338.0
598,Guyana,2021,905216.0,0.0,247952.0,10036.0,0.0,1153168.0,150343.0,1551382.0,398214.0
599,Guyana,2022,1053389.0,0.0,155193.0,53588.0,0.0,1208582.0,119730.0,1832112.0,623530.0
600,Guyana,2023,796559.0,,196007.0,28935.0,20000.0,1012566.0,63045.0,1283817.0,271251.0
601,Guyana,2024,1292372.0,0.0,186302.0,9786.0,0.0,1478674.0,99270.0,2251136.0,772462.0
602,Haiti,2018,1175897.0,,6822933.0,498001.0,557500.0,8556330.0,661052.0,10939238.0,2382908.0
603,Haiti,2019,1175897.0,,8813164.0,1267735.0,143313.0,10132374.0,1760355.0,12501445.0,2369071.0
604,Haiti,2020,481112.0,,10386928.0,822464.0,789487.0,11657527.0,1156286.0,13625935.0,1968408.0
605,Haiti,2021,362729.0,,6159270.0,857458.0,221645.0,6743644.0,1185231.0,10036315.0,3292671.0
606,Haiti,2022,423411.0,,6280320.0,2719641.0,576966.0,7280697.0,2835804.0,11655253.0,4374556.0
607,Haiti,2023,2166289.0,,6742866.0,3013241.0,358500.0,9267655.0,4026127.0,17358788.0,8091133.0
608,Haiti,2024,2166289.0,,5442979.0,3093423.0,,7609268.0,4238304.0,18670910.0,11061642.0
609,Honduras,2018,2703575.0,0.0,2905302.0,2145326.0,112110.0,5720987.0,1103078.0,11017266.0,5296279.0
610,Honduras,2019,2428107.0,0.0,2378551.0,600343.0,113791.0,4920449.0,600343.0,4920449.0,0.0
611,Honduras,2020,2550763.0,0.0,737189.0,287006.0,20000.0,3307952.0,287006.0,3307952.0,0.0
612,Honduras,2021,2163270.0,0.0,1212990.0,444347.0,0.0,3376260.0,444347.0,3376260.0,0.0
613,Honduras,2022,,,739422.0,406380.0,,739422.0,406380.0,739422.0,0.0
614,Honduras,2023,,,,,,,513234.0,956963.0,
615,Honduras,2024,2713414.0,0.0,720697.0,666207.0,0.0,3434111.0,666207.0,3434111.0,0.0
617,Hungary,2019,,,,,,,,2100000.0,
618,Hungary,2020,,,,,,,,2100000.0,
630,India,2018,458064516.0,20000000.0,71441852.0,95306868.0,30000000.0,579506368.0,95306868.0,579506368.0,0.0
631,India,2019,450000000.0,15000000.0,78000000.0,66046460.0,40000000.0,583000000.0,66046460.0,583000000.0,0.0
632,India,2020,420200000.0,19300000.0,53200000.0,53936500.0,4000000.0,496700000.0,53936500.0,496700000.0,0.0
633,India,2021,358185153.0,18984000.0,159648385.0,111755426.0,7441374.0,544258912.0,111755426.0,544258912.0,0.0
634,India,2022,474104881.0,20000000.0,63604944.0,187059953.0,24424411.0,582134236.0,187059953.0,582134236.0,0.0
635,India,2023,543689268.0,20000000.0,73725000.0,239009924.0,33767620.0,671181888.0,239009924.0,671181888.0,0.0
636,India,2024,447803390.0,20000000.0,19563164.0,156169657.0,4200000.0,491566554.0,156169657.0,491566554.0,0.0
637,Indonesia,2018,101565995.0,9112295.0,38499843.0,32908895.0,267630.0,149445763.0,60171533.0,294489425.0,145043662.0
638,Indonesia,2019,109214607.0,13146606.0,30005171.0,28184460.0,4970901.0,157337285.0,86363121.0,366335846.0,208998561.0
639,Indonesia,2020,42077548.0,4557267.0,63827819.0,26981546.0,452860.0,110915494.0,190400185.0,429305458.0,318389964.0
640,Indonesia,2021,102845275.0,9740179.0,63051851.0,57332585.0,0.0,175637305.0,204150835.0,515382378.0,339745073.0
641,Indonesia,2022,70615273.0,11752664.0,94447783.0,59308440.0,871368.0,177687088.0,174771464.0,441724633.0,264037545.0
642,Indonesia,2023,34469879.0,8480702.0,89789884.0,20186282.0,506810.0,133247275.0,181723927.0,497864400.0,364617125.0
643,Indonesia,2024,140709721.0,21032374.0,69932081.0,116262064.0,5876351.0,237550527.0,200301884.0,538892496.0,301341969.0
644,Iran (Islamic Republic of),2018,,,,,,,,5395126.0,
647,Iran (Islamic Republic of),2021,1835571.0,,,,,1835571.0,,1835571.0,0.0
648,Iran (Islamic Republic of),2022,7100000.0,,,,,7100000.0,,7100000.0,0.0
649,Iran (Islamic Republic of),2023,7200000.0,,,,,7200000.0,,7200000.0,0.0
651,Iraq,2018,19920969.0,0.0,1499031.0,250000.0,0.0,21420000.0,1000000.0,23610000.0,2190000.0
652,Iraq,2019,19710000.0,0.0,680000.0,500000.0,0.0,20390000.0,1000000.0,22380000.0,1990000.0
653,Iraq,2020,19710000.0,0.0,650000.0,350000.0,0.0,20360000.0,1000000.0,23028000.0,2668000.0
654,Iraq,2021,19710000.0,0.0,650000.0,350000.0,0.0,20360000.0,1000000.0,23028000.0,2668000.0
655,Iraq,2022,19710000.0,0.0,650000.0,350000.0,0.0,20360000.0,1000000.0,23680000.0,3320000.0
656,Iraq,2023,19518000.0,0.0,1000000.0,500000.0,50000.0,20568000.0,1500000.0,27188000.0,6620000.0
657,Iraq,2024,19518000.0,0.0,1000000.0,500000.0,50000.0,20568000.0,1500000.0,27188000.0,6620000.0
680,Jamaica,2019,54671.0,0.0,0.0,13653.0,0.0,54671.0,13653.0,54671.0,0.0
681,Jamaica,2020,,0.0,0.0,,,0.0,,,
682,Jamaica,2021,,0.0,0.0,,,0.0,,,
683,Jamaica,2022,,0.0,0.0,,,0.0,,,
685,Jamaica,2024,,,,,,,,0.0,
686,Japan,2018,,,,,,,,43400000.0,
689,Japan,2021,,,,,,,,43400000.0,
691,Japan,2023,,,,,,,,33900000.0,
692,Japan,2024,,,,,,,,30110000.0,
693,Jordan,2018,1000000.0,0.0,290000.0,570000.0,10000.0,1300000.0,600000.0,1522000.0,222000.0
694,Jordan,2019,600000.0,0.0,872000.0,70000.0,5000.0,1477000.0,150000.0,2344300.0,867300.0
695,Jordan,2020,50000.0,0.0,1472000.0,70000.0,10000.0,1532000.0,170000.0,2708250.0,1176250.0
696,Jordan,2021,600000.0,0.0,900000.0,70000.0,0.0,1500000.0,150000.0,2402500.0,902500.0
697,Jordan,2022,1500000.0,0.0,2300000.0,130000.0,200000.0,4000000.0,500000.0,8265000.0,4265000.0
698,Jordan,2023,1449800.0,,600000.0,110000.0,,2049800.0,500000.0,4424800.0,2375000.0
699,Jordan,2024,1517400.0,,600000.0,170000.0,,2117400.0,450000.0,4382400.0,2265000.0
700,Kazakhstan,2018,126856666.0,265853.0,4871889.0,3804346.0,1850920.0,133845328.0,5093660.0,137713269.0,3867941.0
701,Kazakhstan,2019,126500411.0,300000.0,5854430.0,2619302.0,1267485.0,133922326.0,2619302.0,133922326.0,0.0
702,Kazakhstan,2020,114826597.0,1000000.0,4486319.0,6357041.0,954382.0,121267298.0,6357041.0,121267298.0,0.0
703,Kazakhstan,2021,116825630.0,,2363120.0,5333282.0,250000.0,119438750.0,5333282.0,119438750.0,0.0
704,Kazakhstan,2022,112830968.0,2500000.0,6827814.0,5273582.0,122700.0,122281482.0,5273582.0,122281482.0,0.0
705,Kazakhstan,2023,135682052.0,1500000.0,4260317.0,6543490.0,,141442369.0,6543490.0,141442369.0,0.0
706,Kazakhstan,2024,129582227.0,0.0,2764673.0,5819791.0,0.0,132346900.0,5819791.0,132346900.0,0.0
707,Kenya,2018,13794399.0,92352.0,12894020.0,3324591.0,0.0,26780771.0,5000000.0,42132782.0,15352011.0
708,Kenya,2019,17672714.0,4157092.0,8045384.0,2798805.0,0.0,29875190.0,9621500.0,81311640.0,51436450.0
709,Kenya,2020,17853436.0,5163000.0,13687810.0,4564682.0,95670.0,36799916.0,7962790.0,75288724.0,38488808.0
710,Kenya,2021,18924367.0,5681335.0,17556149.0,5585629.0,,42161851.0,6895248.0,79457851.0,37296000.0
711,Kenya,2022,16091646.0,6719148.0,23706641.0,10294339.0,,46517435.0,10294339.0,75428341.0,28910906.0
712,Kenya,2023,16087937.0,4141702.0,25159679.0,7866924.0,,45389318.0,7895458.0,66961560.0,21572242.0
713,Kenya,2024,2826153.0,7619251.0,22364672.0,6899959.0,0.0,32810076.0,14603006.0,156619464.0,123809388.0
714,Kiribati,2018,0.0,0.0,200000.0,70000.0,215800.0,415800.0,70000.0,415800.0,0.0
715,Kiribati,2019,,,158913.0,36450.0,337952.0,496865.0,36450.0,496865.0,0.0
716,Kiribati,2020,,,108115.0,13885.0,240516.0,348631.0,13885.0,348631.0,0.0
717,Kiribati,2021,129460.0,,114038.0,23324.0,245871.0,489369.0,23324.0,489369.0,0.0
718,Kiribati,2022,77758.0,,88404.0,21532.0,253428.0,419590.0,21532.0,422878.0,3288.0
720,Kiribati,2024,112773.0,,119140.0,83400.0,598537.0,830450.0,83400.0,830450.0,0.0
721,Kuwait,2018,,,,,,,,9350000.0,
722,Kuwait,2019,,,,,,,,8555000.0,
723,Kuwait,2020,,,,,,,,9450000.0,
724,Kuwait,2021,,,,,,,,10950000.0,
728,Kyrgyzstan,2018,12760575.0,6107251.0,2295186.0,627905.0,3556868.0,24719880.0,627905.0,25282188.0,562308.0
729,Kyrgyzstan,2019,11500000.0,3945410.0,3317489.0,946338.0,497189.0,19260088.0,946338.0,19260088.0,0.0
730,Kyrgyzstan,2020,7814175.0,1888994.0,6084207.0,1264414.0,280147.0,16067523.0,1274796.0,16127481.0,59958.0
731,Kyrgyzstan,2021,8004652.0,2324624.0,2348028.0,945292.0,385159.0,13062463.0,945292.0,13062463.0,0.0
732,Kyrgyzstan,2022,8459303.0,2486601.0,5349086.0,1237647.0,80000.0,16374990.0,1237647.0,16374990.0,0.0
733,Kyrgyzstan,2023,8390807.0,2583546.0,4905638.0,980757.0,300000.0,16179991.0,980757.0,16179991.0,0.0
734,Kyrgyzstan,2024,11333220.0,3000000.0,2443888.0,34387.0,230516.0,17007624.0,34387.0,17007624.0,0.0
735,Lao People's Democratic Republic,2018,384499.0,0.0,2991080.0,794847.0,0.0,3375579.0,1094847.0,3675579.0,300000.0
736,Lao People's Democratic Republic,2019,724010.0,0.0,2955320.0,788521.0,20000.0,3699330.0,788521.0,3699330.0,0.0
737,Lao People's Democratic Republic,2020,674876.0,0.0,1567514.0,170981.0,0.0,2242390.0,170981.0,2242390.0,0.0
738,Lao People's Democratic Republic,2021,392125.0,0.0,2069814.0,1126687.0,0.0,2461939.0,1419215.0,4540827.0,2078888.0
739,Lao People's Democratic Republic,2022,281478.0,,2017956.0,769278.0,37447.0,2336881.0,1007615.0,3889012.0,1552131.0
740,Lao People's Democratic Republic,2023,886765.0,0.0,1530880.0,562594.0,0.0,2417645.0,562594.0,2417645.0,0.0
741,Lao People's Democratic Republic,2024,495951.0,0.0,2900617.0,1632021.0,0.0,3396568.0,1632021.0,3397539.0,971.0
742,Latvia,2018,2185827.0,,,,,2185827.0,,2185827.0,0.0
743,Latvia,2019,2216505.0,,,,,2216505.0,,2216505.0,0.0
744,Latvia,2020,2216505.0,,,,,2216505.0,,2216505.0,0.0
746,Latvia,2022,,,,,,,,7235809.0,
747,Latvia,2023,,,,,,,,8321797.0,
749,Lebanon,2018,464461.0,0.0,2378162.0,118800.0,0.0,2842623.0,118800.0,3812803.0,970180.0
750,Lebanon,2019,468403.0,0.0,326182.0,100000.0,0.0,794585.0,150000.0,2762162.0,1967577.0
751,Lebanon,2020,1170480.0,0.0,238084.0,204810.0,34400.0,1442964.0,388133.0,2950553.0,1507589.0
752,Lebanon,2021,532064.0,0.0,208710.0,157338.0,252000.0,992774.0,157338.0,1245767.0,252993.0
753,Lebanon,2022,19600.0,,592787.0,176774.0,14400.0,626787.0,200000.0,1622947.0,996160.0
754,Lebanon,2023,19160.0,0.0,741179.0,159820.0,10000.0,770339.0,159820.0,1558931.0,788592.0
755,Lebanon,2024,46800.0,0.0,465323.0,149391.0,30000.0,542123.0,149391.0,1554833.0,1012710.0
756,Lesotho,2018,1011281.0,,1814552.0,6666.0,,2825833.0,6666.0,3318438.0,492605.0
757,Lesotho,2019,578455.0,,2696494.0,943575.0,2111630.0,5386579.0,2467015.0,12421579.0,7035000.0
758,Lesotho,2020,5524183.0,0.0,5531518.0,2119343.0,207645.0,11263346.0,562986.0,10261914.0,-1001432.0
759,Lesotho,2021,4094870.0,692399.0,5823609.0,3116768.0,0.0,10610878.0,1867484.0,14216736.0,3605858.0
760,Lesotho,2022,12363562.0,232822.0,4144758.0,5599803.0,0.0,16741142.0,2099117.0,13373286.0,-3367856.0
761,Lesotho,2023,4642882.0,,1928743.0,731929.0,,6571625.0,2099117.0,13283394.0,6711769.0
762,Lesotho,2024,976398.0,640634.0,1384536.0,490634.0,,3001568.0,959041.0,10810562.0,7808994.0
763,Liberia,2018,152040.0,0.0,1497464.0,1089641.0,4747343.0,6396847.0,1089641.0,6396847.0,0.0
764,Liberia,2019,0.0,0.0,1648328.0,0.0,0.0,1648328.0,261281.0,7270844.0,5622516.0
765,Liberia,2020,286718.0,0.0,1771197.0,290252.0,0.0,2057915.0,561736.0,9884786.0,7826871.0
766,Liberia,2021,286718.0,0.0,3117574.0,885769.0,0.0,3404292.0,1450211.0,9114764.0,5710472.0
767,Liberia,2022,,299000.0,2201556.0,62434.0,5386.0,2505942.0,109259.0,4257685.0,1751743.0
768,Liberia,2023,,321975.0,2121483.0,475156.0,,2443458.0,475156.0,4405249.0,1961791.0
769,Liberia,2024,,,4439577.0,147598.0,44640.0,4484217.0,3621241.0,19139953.0,14655736.0
772,Libya,2020,,,,,,,1500000.0,3660000.0,
773,Libya,2021,600000.0,,,950000.0,2000000.0,2600000.0,950000.0,2600000.0,0.0
774,Libya,2022,647000.0,0.0,0.0,1250000.0,2500000.0,3147000.0,1250000.0,3147000.0,0.0
775,Libya,2023,1400000.0,0.0,0.0,1500000.0,2000000.0,3400000.0,1500000.0,3400000.0,0.0
776,Libya,2024,1500000.0,0.0,0.0,1700000.0,2000000.0,3500000.0,1700000.0,3500000.0,0.0
791,Madagascar,2018,,,3281982.0,351029.0,,3281982.0,782676.0,2699403.0,-582579.0
792,Madagascar,2019,0.0,0.0,2890763.0,259018.0,0.0,2890763.0,259018.0,2890763.0,0.0
793,Madagascar,2020,0.0,0.0,3250185.0,582974.0,0.0,3250185.0,582974.0,3250185.0,0.0
794,Madagascar,2021,0.0,0.0,6373997.0,1719718.0,0.0,6373997.0,1719718.0,6373997.0,0.0
796,Madagascar,2023,0.0,0.0,7731232.0,1268991.0,0.0,7731232.0,1268991.0,7731232.0,0.0
797,Madagascar,2024,,,847573.0,,,847573.0,,847573.0,0.0
798,Malawi,2018,2196601.0,4426244.0,4012658.0,3555379.0,2440286.0,13075789.0,2662135.0,25149440.0,12073651.0
799,Malawi,2019,1442238.0,3424633.0,4481477.0,2876297.0,1489461.0,10837809.0,2876297.0,28443737.0,17605928.0
800,Malawi,2020,1751644.0,3765639.0,8387057.0,2586635.0,1655534.0,15559874.0,2586635.0,26598888.0,11039014.0
801,Malawi,2021,462973.0,3500000.0,5703015.0,6729992.0,10186557.0,19852545.0,9873203.0,38669119.0,18816574.0
802,Malawi,2022,462973.0,4000000.0,5902615.0,3875421.0,8820865.0,19186453.0,6115764.0,33800435.0,14613982.0
803,Malawi,2023,462974.0,5141000.0,6658067.0,3865912.0,10537571.0,22799612.0,7079915.0,35068325.0,12268713.0
804,Malawi,2024,412973.0,5000000.0,5928612.0,3511932.0,3660257.0,15001842.0,8764013.0,33139446.0,18137604.0
805,Malaysia,2018,15980000.0,,,1000000.0,,15980000.0,1000000.0,15980000.0,0.0
806,Malaysia,2019,15980000.0,,,1000000.0,,15980000.0,1000000.0,15980000.0,0.0
807,Malaysia,2020,15984000.0,,,1000000.0,,15984000.0,1000000.0,15984000.0,0.0
808,Malaysia,2021,16580000.0,,,1400000.0,,16580000.0,1400000.0,16580000.0,0.0
809,Malaysia,2022,16846000.0,,,1400000.0,,16846000.0,1400000.0,16846000.0,0.0
810,Malaysia,2023,16806250.0,,,1400000.0,,16806250.0,1400000.0,16806250.0,0.0
811,Malaysia,2024,17416250.0,,,1600000.0,,17416250.0,1600000.0,17416250.0,0.0
812,Maldives,2018,,,,,,,,182879.0,
813,Maldives,2019,,,,,,,,300000.0,
814,Maldives,2020,,,,,,,,300000.0,
815,Maldives,2021,,,,,,,,3281000.0,
816,Maldives,2022,,,,,,,,300000.0,
817,Maldives,2023,,,,,,,,16772.0,
818,Maldives,2024,,,,,,,,2044975.0,
819,Mali,2018,1310908.0,,4116255.0,873672.0,,5427163.0,1796883.0,7237619.0,1810456.0
820,Mali,2019,569279.0,,1083601.0,52119.0,,1652880.0,526880.0,5433871.0,3780991.0
821,Mali,2020,407866.0,303325.0,998354.0,70195.0,,1709545.0,590589.0,5789921.0,4080376.0
822,Mali,2021,2382120.0,0.0,3433986.0,1123045.0,288474.0,6104580.0,1400000.0,6841564.0,736984.0
823,Mali,2022,1047759.0,,7199003.0,125120.0,,8246762.0,144250.0,8474565.0,227803.0
824,Mali,2023,,,,,,,,1127028.0,
825,Mali,2024,1473984.0,687859.0,2220000.0,135009.0,,4381843.0,200000.0,5337453.0,955610.0
833,Marshall Islands,2018,,,176000.0,25000.0,,176000.0,70000.0,421000.0,245000.0
834,Marshall Islands,2019,230000.0,0.0,12000.0,12000.0,400000.0,642000.0,12000.0,642000.0,0.0
835,Marshall Islands,2020,580000.0,500000.0,172000.0,400000.0,323200.0,1575200.0,400000.0,1575200.0,0.0
836,Marshall Islands,2021,599413.0,,280000.0,10000.0,282587.0,1162000.0,10000.0,1162000.0,0.0
837,Marshall Islands,2022,444000.0,,400000.0,844000.0,,844000.0,444000.0,1565473.0,721473.0
840,Mauritania,2018,,0.0,1164961.0,444537.0,,1164961.0,,574021.0,-590940.0
841,Mauritania,2019,717688.0,0.0,481587.0,158954.0,0.0,1199275.0,225986.0,1806402.0,607127.0
842,Mauritania,2020,,,1164961.0,444537.0,,1164961.0,,554021.0,-610940.0
843,Mauritania,2021,323932.0,,1900000.0,589948.0,,2223932.0,589948.0,2223932.0,0.0
845,Mauritania,2023,10322.0,0.0,1800000.0,640003.0,0.0,1810322.0,,165230.0,-1645092.0
854,Mexico,2018,12013738.0,0.0,0.0,3427751.0,0.0,12013738.0,3427751.0,12013738.0,0.0
855,Mexico,2019,11105557.0,0.0,0.0,3123065.0,0.0,11105557.0,3123065.0,11105557.0,0.0
856,Mexico,2020,13059495.0,0.0,0.0,2457000.0,0.0,13059495.0,2457000.0,13059495.0,0.0
857,Mexico,2021,13934709.0,0.0,0.0,5030181.0,0.0,13934709.0,5030181.0,13934709.0,0.0
858,Mexico,2022,7950060.0,0.0,0.0,2166710.0,0.0,7950060.0,2166710.0,7950060.0,0.0
859,Mexico,2023,8900402.0,0.0,0.0,2504938.0,0.0,8900402.0,2504938.0,8900402.0,0.0
860,Mexico,2024,12589419.0,0.0,0.0,3766707.0,0.0,12589419.0,3766707.0,12589419.0,0.0
861,Micronesia (Federated States of),2018,0.0,507178.0,83372.0,33528.0,25000.0,615550.0,33528.0,615550.0,0.0
863,Micronesia (Federated States of),2020,25000.0,512921.0,79930.0,10000.0,0.0,617851.0,10000.0,617851.0,0.0
864,Micronesia (Federated States of),2021,25000.0,512921.0,50000.0,0.0,0.0,587921.0,0.0,587921.0,0.0
865,Micronesia (Federated States of),2022,25000.0,512921.0,50000.0,0.0,0.0,587921.0,0.0,587921.0,0.0
866,Micronesia (Federated States of),2023,25000.0,544997.0,51976.0,9126.0,0.0,621973.0,9126.0,621973.0,0.0
867,Micronesia (Federated States of),2024,25000.0,408748.0,59500.0,48284.0,0.0,493248.0,48284.0,493248.0,0.0
875,Mongolia,2018,3649499.0,0.0,2424462.0,441194.0,0.0,6073961.0,441194.0,6073961.0,0.0
876,Mongolia,2019,4283643.0,0.0,1302004.0,576448.0,0.0,5585647.0,576448.0,5585647.0,0.0
877,Mongolia,2020,4279247.0,,1086273.0,387930.0,190000.0,5555520.0,387930.0,5555520.0,0.0
